2024-12-19;08:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-19;08:00;Outgoing;Treated Water;Load;6;Central;SMF-Arak
2024-12-19;08:00;Production;Permeate;m3;85;Central;CMTF-Arak
2024-12-19;10:00;Incoming;Drilling Site;Load;19;Central;CMTF-Arak
2024-12-19;10:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-19;10:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-19;10:00;Outgoing;Treated Water;Load;8;Central;SMF-Arak
2024-12-19;10:00;Production;Permeate;m3;105;Central;CMTF-Arak
2024-12-19;12:00;Incoming;Drilling Site;Load;25;Central;CMTF-Arak
2024-12-19;12:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-19;12:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-19;12:00;Outgoing;Treated Water;Load;10;Central;SMF-Arak
2024-12-19;12:00;Production;Permeate;m3;125;Central;CMTF-Arak
2024-12-19;14:00;Incoming;Drilling Site;Load;31;Central;CMTF-Arak
2024-12-19;14:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-19;14:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-19;14:00;Outgoing;Treated Water;Load;10;Central;SMF-Arak
2024-12-19;14:00;Production;Permeate;m3;145;Central;CMTF-Arak
2024-12-19;16:00;Incoming;Drilling Site;Load;38;Central;CMTF-Arak
2024-12-19;16:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-19;16:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-19;16:00;Outgoing;Treated Water;Load;12;Central;SMF-Arak
2024-12-19;16:00;Production;Permeate;m3;169;Central;CMTF-Arak
2024-12-19;18:00;Incoming;Drilling Site;Load;44;Central;CMTF-Arak
2024-12-19;18:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-19;18:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-19;18:00;Outgoing;Treated Water;Load;13;Central;SMF-Arak
2024-12-19;18:00;Production;Permeate;m3;186;Central;CMTF-Arak
2024-12-19;20:00;Incoming;Drilling Site;Load;44;Central;CMTF-Arak
2024-12-19;20:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-19;20:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-19;20:00;Outgoing;Treated Water;Load;13;Central;SMF-Arak
2024-12-19;20:00;Production;Permeate;m3;205;Central;CMTF-Arak
2024-12-19;22:00;Incoming;Drilling Site;Load;46;Central;CMTF-Arak
2024-12-19;22:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-19;22:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-19;22:00;Outgoing;Treated Water;Load;17;Central;SMF-Arak
2024-12-19;22:00;Production;Permeate;m3;224;Central;CMTF-Arak
2024-12-19;00:00;Incoming;Drilling Site;Load;58;Central;CMTF-Arak
2024-12-19;00:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-19;00:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-19;00:00;Outgoing;Treated Water;Load;21;Central;SMF-Arak
2024-12-19;00:00;Production;Permeate;m3;241;Central;CMTF-Arak
2024-12-20;02:00;Incoming;Drilling Site;Load;2;Central;CMTF-Arak
2024-12-20;02:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-20;02:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-20;02:00;Outgoing;Treated Water;Load;2;Central;SMF-Arak
2024-12-20;02:00;Production;Permeate;m3;23;Central;CMTF-Arak
2024-12-20;04:00;Incoming;Drilling Site;Load;2;Central;CMTF-Arak
2024-12-20;04:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-20;04:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-20;04:00;Outgoing;Treated Water;Load;4;Central;SMF-Arak
2024-12-20;04:00;Production;Permeate;m3;46;Central;CMTF-Arak
2024-12-20;06:00;Incoming;Drilling Site;Load;2;Central;CMTF-Arak
2024-12-20;06:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-20;06:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-20;06:00;Outgoing;Treated Water;Load;4;Central;SMF-Arak
2024-12-20;06:00;Production;Permeate;m3;72;Central;CMTF-Arak
2024-12-20;08:00;Incoming;Drilling Site;Load;2;Central;CMTF-Arak
2024-12-20;08:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-20;08:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-20;08:00;Outgoing;Treated Water;Load;4;Central;SMF-Arak
2024-12-20;08:00;Production;Permeate;m3;95;Central;CMTF-Arak
2024-12-20;10:00;Incoming;Drilling Site;Load;3;Central;CMTF-Arak
2024-12-20;10:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-20;10:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-20;10:00;Outgoing;Treated Water;Load;6;Central;SMF-Arak
2024-12-20;10:00;Production;Permeate;m3;115;Central;CMTF-Arak
2024-12-20;12:00;Incoming;Drilling Site;Load;10;Central;CMTF-Arak
2024-12-20;12:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-20;12:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-20;12:00;Outgoing;Treated Water;Load;8;Central;SMF-Arak
2024-12-20;12:00;Production;Permeate;m3;124;Central;CMTF-Arak
2024-12-20;14:00;Incoming;Drilling Site;Load;16;Central;CMTF-Arak
2024-12-20;14:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-20;14:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-20;14:00;Outgoing;Treated Water;Load;10;Central;SMF-Arak
2024-12-20;14:00;Production;Permeate;m3;136;Central;CMTF-Arak
2024-12-20;16:00;Incoming;Drilling Site;Load;23;Central;CMTF-Arak
2024-12-20;16:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-20;16:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-20;16:00;Outgoing;Treated Water;Load;11;Central;SMF-Arak
2024-12-20;16:00;Production;Permeate;m3;160;Central;CMTF-Arak
2024-12-20;18:00;Incoming;Drilling Site;Load;27;Central;CMTF-Arak
2024-12-20;18:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-20;18:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-20;18:00;Outgoing;Treated Water;Load;12;Central;SMF-Arak
2024-12-20;18:00;Production;Permeate;m3;198;Central;CMTF-Arak
2024-12-20;20:00;Incoming;Drilling Site;Load;27;Central;CMTF-Arak
2024-12-20;20:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-20;20:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-20;20:00;Outgoing;Treated Water;Load;12;Central;SMF-Arak
2024-12-20;20:00;Production;Permeate;m3;198;Central;CMTF-Arak
2024-12-20;22:00;Incoming;Drilling Site;Load;28;Central;CMTF-Arak
2024-12-20;22:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-20;22:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-20;22:00;Outgoing;Treated Water;Load;14;Central;SMF-Arak
2024-12-20;22:00;Production;Permeate;m3;219;Central;CMTF-Arak
